"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)","use","name","code","Min","Max"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA",45,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA",45,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA",45,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA",45,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA",45,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA",45,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA",45,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA",46,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA",46,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA",46,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA",46,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA",46,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA",46,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA",46,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA",46,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA",46,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE",47,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE",47,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE",47,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE",47,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE",47,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE",47,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE",47,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE",47,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE",47,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT",50,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","33","43.3","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT",50,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","31","38.8","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT",50,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","31","38.8","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT",50,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,202","39.1","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT",50,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","480,304","49.7","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT",50,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,202","39.1","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT",50,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","31","38.8","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT",50,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","480,304","49.7","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT",50,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,202","39.1","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","40","41.1","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","49","25.1","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","49","25.1","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,579","53.4","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","870,017","54","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,579","53.4","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","49","25.1","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","863,231","53.8","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,499","54","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, PROCESSING - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","73","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6,786","93.9","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON",53,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","80","82.3","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA",54,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA",54,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA",54,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA",54,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA",54,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA",54,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA",54,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA",54,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA",54,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN",55,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","73.6","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN",55,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","28","31.3","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN",55,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","28","31.3","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN",55,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","426","82.8","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN",55,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","128,120","76.4","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN",55,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","426","82.8","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN",55,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","28","31.3","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN",55,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","128,120","76.4","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN",55,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","426","82.8","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,158","22.4","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","580","2.7","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","580","2.7","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,461,988","28.5","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","320,793,584","30.4","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,461,266","28.5","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","568","2.8","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","294,996,931","33","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,250,324","31.8","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, PROCESSING - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","30","34.8","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","25,796,653","67.1","ORGANIC STATUS","NOP USDA CERTIFIED",NA,NA,NA
